NUM_POSTE;AN;MOIS;JOUR;HEURE;PAR_H;P;VT;DI;H;HO;RR;U;I5;RG;T;U8;U9;VX
78615002;2011;11;13;19;0;;1;;0;;0;94;7.3;0;7.9;0;1;3
78615002;2011;11;13;20;0;;4;;0.3;;0;96;6.5;0;7;0;1;3
78615002;2011;11;13;21;0;;6;;1;;0;96;5.7;0;6.5;0;1;2
78615002;2011;11;13;22;0;;5;;1;;0;97;5.1;0;5.9;0;1;2
78615002;2011;11;13;23;0;;5;;1;;0;98;4.9;0;5.7;0;1;2
78615002;2011;11;13;24;0;;5;;1;;0;98;4.6;0;5.5;0;1;2
78615002;2011;11;14;1;0;;6;;1;;0;98;4.5;0;5.3;0;1;2
78615002;2011;11;14;2;0;;4;;1;;0;98;4.2;0;4.9;0;1;2
78615002;2011;11;14;3;0;;6;;1;;0;98;3.8;0;4.7;0;1;2
78615002;2011;11;14;4;0;;5;;1;;0;98;3.7;0;4.5;0;1;2
78615002;2011;11;14;5;0;;6;;1;;0;98;3.5;0;4.2;0;1;2
78615002;2011;11;14;6;0;;5;;1;;0;98;3.6;0;4.3;0;1;2
78615002;2011;11;14;7;0;;6;;1;;0;98;3.6;0;4;0;1;2
78615002;2011;11;14;8;4;;6;;1;;0;99;4.4;8;4.4;0;1;3
78615002;2011;11;14;9;26;;6;;1;;0;99;8;56;6.3;0;1;4
78615002;2011;11;14;10;48;;12;;1;;0;83;10.8;100;8.3;0.5;0.5;5
78615002;2011;11;14;11;56;;11;;0.5;;0;74;14.4;126;10.2;0.5;0;5
78615002;2011;11;14;12;62;;10;;0;;0;69;15.5;136;11.4;0;0;4
78615002;2011;11;14;13;56;;10;;0;;0;64;15.5;126;12.3;0;0;4
78615002;2011;11;14;14;40;;10;;0;;0;65;14.4;90;12.2;0;0;5
78615002;2011;11;14;15;22;;7;;0;;0;70;11.5;54;11;0;0;4
78615002;2011;11;14;16;10;;6;;0;;0;77;8.2;22;9.2;0;0;2
78615002;2011;11;14;17;0;;5;;0;;0;77;6.7;0;7.9;0;0;3
78615002;2011;11;14;18;0;;7;;0;;0;84;5.6;0;6.5;0.4;0;3
78615002;2011;11;14;19;0;;7;;0;;0;88;5.4;0;6.2;1;0;3
78615002;2011;11;14;20;0;;6;;0;;0;93;3.8;0;4.8;0.5;0.5;2
78615002;2011;11;14;21;0;;4;;0.6;;0;94;3;0;4.5;0;1;2
78615002;2011;11;14;22;0;;6;;1;;0;96;3;0;3.9;0;1;3
78615002;2011;11;14;23;0;;8;;1;;0;96;2.6;0;3.5;0;1;4
78615002;2011;11;14;24;0;;5;;1;;0;97;2.4;0;3.5;0;1;3
78615002;2011;11;15;1;0;;7;;1;;0;97;2.2;0;3;0;1;3
78615002;2011;11;15;2;0;;9;;1;;0;97;1.9;0;2.7;0;1;4
78615002;2011;11;15;3;0;;7;;1;;0.5;97;0.9;0;1.9;0;1;4
78615002;2011;11;15;4;0;;8;;1;;0;97;1.4;0;1.8;0;1;4
78615002;2011;11;15;5;0;;9;;1;;0;98;2.4;0;2.6;0;1;5
78615002;2011;11;15;6;0;;12;;1;;0;98;2.7;0;2.8;0;1;6
78615002;2011;11;15;7;0;;11;;1;;0;97;2.8;0;3;0;1;5
78615002;2011;11;15;8;2;;10;;1;;0;97;3;6;3.1;0;1;4
78615002;2011;11;15;9;10;;12;;1;;0;97;3.5;18;3.4;0;1;5
78615002;2011;11;15;10;20;;11;;1;;0;94;4.4;40;4;0;1;5
78615002;2011;11;15;11;46;;11;;0.8;;0;89;9.5;98;5.7;0.3;0.6;4
78615002;2011;11;15;12;62;;11;;0;;0;81;10.9;134;7.4;0.9;0;6
78615002;2011;11;15;13;54;;11;;0;;0;75;11.5;124;8.2;0.1;0;5
78615002;2011;11;15;14;44;;12;;0;;0;76;10.4;96;8.2;0;0;5
78615002;2011;11;15;15;26;;13;;0;;0;81;7.5;60;6.9;0.3;0;6
78615002;2011;11;15;16;8;;12;;0;;0;87;5.3;18;5.7;1;0;6
78615002;2011;11;15;17;0;;8;;0.5;;0;91;3.2;2;4.2;0.6;0.5;4
78615002;2011;11;15;18;0;;6;;0.8;;0;94;3.2;0;3.7;0;1;3
78615002;2011;11;15;19;0;;6;;1;;0;95;2.2;0;3;0;1;2
78615002;2011;11;15;20;0;;5;;1;;0;96;0.9;0;2;0;1;2
78615002;2011;11;15;21;0;;4;;1;;0;97;0.5;0;1.7;0;1;2
78615002;2011;11;15;22;0;;5;;1;;0;97;0.6;0;1.7;0;1;2
78615002;2011;11;15;23;0;;5;;1;;0;98;0.2;0;1.4;0;1;2
78615002;2011;11;15;24;0;;6;;1;;0;98;0.1;0;0.9;0;1;2
78615002;2011;11;16;1;0;;6;;1;;0;98;0.2;0;1;0;1;2
78615002;2011;11;16;2;0;;5;;1;;0;98;-0.1;0;0.7;0;1;2
78615002;2011;11;16;3;0;;7;;1;;0;98;1.6;0;1.8;0;1;4
78615002;2011;11;16;4;0;;10;;1;;0;98;2.3;0;2.4;0;1;5
78615002;2011;11;16;5;0;;9;;1;;0;99;2.4;0;2.5;0;1;5
78615002;2011;11;16;6;0;;9;;1;;0;99;2.1;0;2.2;0;1;4
78615002;2011;11;16;7;0;;10;;1;;0;99;2;0;2;0;1;4
78615002;2011;11;16;8;4;;9;;1;;0;99;2;4;1.8;0;1;5
78615002;2011;11;16;9;8;;8;;1;;0;99;2.6;18;2.2;0;1;4
78615002;2011;11;16;10;16;;8;;1;;0;99;3;32;2.4;0;1;4
78615002;2011;11;16;11;18;;8;;1;;0;99;3.3;38;2.6;0;1;4
78615002;2011;11;16;12;20;;10;;1;;0;99;3.5;42;2.9;0;1;4
78615002;2011;11;16;13;20;;9;;1;;0;99;3.9;40;3.4;0;1;4
78615002;2011;11;16;14;16;;8;;1;;0;99;4.3;34;3.8;0;1;4
78615002;2011;11;16;15;10;;9;;1;;0;99;3.7;20;3.7;0;1;4
78615002;2011;11;16;16;4;;8;;1;;0;99;3.6;8;3.6;0;1;4
78615002;2011;11;16;17;0;;8;;1;;0;99;3.5;0;3.6;0;1;4
78615002;2011;11;16;18;0;;9;;1;;0;99;3.5;0;3.6;0;1;4
78615002;2011;11;16;19;0;;9;;1;;0;99;3.6;0;3.7;0;1;4
78615002;2011;11;16;20;0;;8;;1;;0;99;3.9;0;4;0;1;4
78615002;2011;11;16;21;0;;7;;1;;0;99;4.1;0;4.1;0;1;3
78615002;2011;11;16;22;0;;5;;1;;0;99;2.7;0;3.3;0;1;2
78615002;2011;11;16;23;0;;6;;1;;0;99;3.2;0;3.6;0;1;3
78615002;2011;11;16;24;0;;7;;1;;0;99;2.1;0;2.9;0;1;4
78615002;2011;11;17;1;0;;5;;1;;0;99;3;0;3.2;0;1;2
78615002;2011;11;17;2;0;;4;;1;;0;100;4.7;0;4.8;0;1;2
78615002;2011;11;17;3;0;;4;;1;;0;100;5.5;0;5.6;0;1;2
78615002;2011;11;17;4;0;;4;;1;;0;100;6.9;0;7;0;1;2
78615002;2011;11;17;5;0;;4;;1;;0;100;7.6;0;7.7;0;1;2
78615002;2011;11;17;6;0;;4;;1;;0;99;8.4;0;8.6;0;1;2
78615002;2011;11;17;7;0;;4;;1;;0.5;99;9.3;0;9.5;0;1;2
78615002;2011;11;17;8;2;;6;;1;;0;99;10;4;10.1;0;1;3
78615002;2011;11;17;9;8;;8;;1;;0;99;10.4;16;10.4;0;1;4
78615002;2011;11;17;10;20;;8;;0.3;;0;96;11.4;40;11.1;0;1;4
78615002;2011;11;17;11;26;;8;;0;;0;94;11.8;54;11.6;0;1;4
78615002;2011;11;17;12;30;;8;;0;;0;89;13.3;60;12.5;0.1;0.9;4
78615002;2011;11;17;13;28;;8;;0;;0;85;14;62;12.8;0.9;0.1;4
78615002;2011;11;17;14;20;;9;;0;;0;86;13.3;40;12.5;1;0;4
78615002;2011;11;17;15;12;;8;;0;;0;85;12.2;22;12.2;1;0;4
78615002;2011;11;17;16;2;;4;;0;;0;88;11.2;8;11.7;1;0;3
78615002;2011;11;17;17;2;;2;;0;;0;90;10.4;0;11;0.9;0.1;2
78615002;2011;11;17;18;0;;4;;0;;0;91;9.5;0;10.6;0.3;0.6;2
78615002;2011;11;17;19;0;;3;;0;;0;95;8.5;0;9.7;0;1;2
78615002;2011;11;17;20;0;;3;;0.9;;0;94;8.6;0;10;0;1;3
78615002;2011;11;17;21;0;;1;;1;;0;96;7.8;0;9.4;0;1;1
78615002;2011;11;17;22;0;;1;;1;;0;97;6.3;0;8.2;0;1;1
78615002;2011;11;17;23;0;;3;;1;;0;95;6.4;0;8.1;0;1;2
78615002;2011;11;17;24;0;;2;;1;;0;96;4.6;0;7.3;0;1;2
78615002;2011;11;18;1;0;;5;;1;;0;98;4.9;0;7.1;0;1;2
78615002;2011;11;18;2;0;;2;;1;;0;98;5.2;0;6.8;0;1;2
78615002;2011;11;18;3;0;;3;;1;;0;98;5.1;0;5.8;0;1;2
78615002;2011;11;18;4;0;;4;;1;;0;98;5.6;0;5.9;0;1;2
78615002;2011;11;18;5;0;;6;;1;;0;98;5.7;0;6;0;1;2
78615002;2011;11;18;6;0;;4;;1;;0;98;5.9;0;6.2;0;1;2
78615002;2011;11;18;7;0;;3;;1;;0;98;6.3;0;6.8;0;1;2
78615002;2011;11;18;8;2;;2;;1;;0;98;7.2;6;7.4;0;1;2
78615002;2011;11;18;9;12;;2;;1;;0;96;8.6;24;8.4;0;1;2
78615002;2011;11;18;10;20;;5;;1;;0;87;10.2;44;10;0.4;0.7;3
78615002;2011;11;18;11;30;;7;;1;;0;81;12.5;62;11.2;0.9;0;3
78615002;2011;11;18;12;46;;8;;0.1;;0;54;15.8;100;13.8;0.2;0;4
78615002;2011;11;18;13;58;;8;;0;;0;60;16.3;130;13.9;0;0;4
78615002;2011;11;18;14;44;;7;;0;;0;52;16.6;100;14.2;0;0;4
78615002;2011;11;18;15;18;;8;;0;;0;67;13.2;42;12.4;0;0;4
78615002;2011;11;18;16;6;;5;;0;;0;76;8.4;16;9.9;0;0;3
78615002;2011;11;18;17;0;;5;;0;;0;74;6.6;0;9.5;0;0;2
78615002;2011;11;18;18;0;;6;;0;;0;81;6.1;0;7.9;0.7;0;2
78615002;2011;11;18;19;0;;4;;0;;0;84;5.6;0;7;0.7;0;2
78615002;2011;11;18;20;0;;6;;0;;0;89;4.8;0;6.1;1;0;2
78615002;2011;11;18;21;0;;6;;0;;0;86;5.8;0;6.6;1;0;2
78615002;2011;11;18;22;0;;7;;0;;0;89;5.2;0;6.2;1;0;3
78615002;2011;11;18;23;0;;5;;0;;0;88;5.6;0;6.7;0.5;0.5;3
78615002;2011;11;18;24;0;;5;;0;;0;90;4.7;0;5.8;0.9;0.1;2
78615002;2011;11;19;1;0;;4;;0;;0;94;3.6;0;4.7;0;1;2
78615002;2011;11;19;2;0;;4;;0.7;;0;95;3.7;0;4.5;0;1;2
78615002;2011;11;19;3;0;;5;;1;;0;92;5.3;0;5.9;0;1;2
78615002;2011;11;19;4;0;;5;;1;;0;94;3.6;0;4.9;0;1;2
78615002;2011;11;19;5;0;;4;;1;;0;95;3.4;0;4.6;0;1;2
78615002;2011;11;19;6;0;;2;;1;;0;95;2.4;0;3.5;0;1;2
78615002;2011;11;19;7;0;;5;;1;;0;96;1.9;0;2.9;0;1;3
78615002;2011;11;19;8;6;;3;;1;;0;95;5.6;10;4.6;0;1;2
78615002;2011;11;19;9;22;;6;;1;;0;91;9.6;46;6.5;0;1;3
78615002;2011;11;19;10;42;;6;;0.6;;0;74;11.8;86;9.2;0.8;0;3
78615002;2011;11;19;11;52;;7;;0;;0;75;14.8;112;10.2;0;0;4
78615002;2011;11;19;12;54;;6;;0;;0;73;14.3;124;10.9;0;0;3
78615002;2011;11;19;13;46;;7;;0;;0;69;13.1;96;11.3;0;0;4
78615002;2011;11;19;14;42;;8;;0;;0;67;15.4;96;12.4;0;0;3
78615002;2011;11;19;15;24;;6;;0;;0;73;13.3;54;11.8;0;0;3
78615002;2011;11;19;16;6;;5;;0;;0;80;8.4;18;9.3;0;0;2
78615002;2011;11;19;17;0;;5;;0;;0;82;6.6;0;8.3;0.9;0;2
78615002;2011;11;19;18;0;;3;;0;;0;83;6.6;0;8.1;1;0;2
78615002;2011;11;19;19;0;;4;;0;;0;84;6;0;8.2;1;0;1
78615002;2011;11;19;20;0;;4;;0;;0;86;5.7;0;8.3;1;0;2
78615002;2011;11;19;21;0;;3;;0.4;;0;93;4.8;0;6.8;0.6;0.5;2
78615002;2011;11;19;22;0;;1;;1;;0;94;4.3;0;6.3;0;1;2
78615002;2011;11;19;23;0;;1;;1;;0;96;2.8;0;4.5;0;1;1
78615002;2011;11;19;24;0;;2;;1;;0;96;2.3;0;3.8;0;1;2
78615002;2011;11;20;1;0;;4;;1;;0;98;2.8;0;5.1;0;1;2
78615002;2011;11;20;2;0;;3;;1;;0;98;1.8;0;3.7;0;1;2
78615002;2011;11;20;3;0;;0;;1;;0;98;1.2;0;2.5;0;1;1
78615002;2011;11;20;4;0;;1;;1;;0;98;0.5;0;1.5;0;1;1
78615002;2011;11;20;5;0;;1;;1;;0.5;98;-0.4;0;0.4;0;1;1
78615002;2011;11;20;6;0;;0;;1;;0;98;-0.3;0;0;0;1;0
78615002;2011;11;20;7;0;;0;;1;;0;98;-0.5;0;-0.1;0;1;0
78615002;2011;11;20;8;4;;0;;1;;0;98;0;6;0.3;0;1;0
78615002;2011;11;20;9;16;;1;;1;;0;98;2.5;30;1.8;0;1;1
78615002;2011;11;20;10;34;;2;;1;;0;99;8.7;66;5.1;0;1;1
78615002;2011;11;20;11;52;;3;;1;;0;97;14.4;110;8.6;0;1;2
78615002;2011;11;20;12;58;;2;;0.7;;0;86;19;112;11.4;0.5;0.4;1
78615002;2011;11;20;13;52;;3;;0;;0;76;16.5;112;12.9;0.4;0;2
78615002;2011;11;20;14;42;;3;;0;;0;73;18.9;94;13.9;0;0;2
78615002;2011;11;20;15;22;;4;;0;;0;80;13;52;12.3;0;0;2
78615002;2011;11;20;16;6;;5;;0;;0;86;7.7;14;8.9;1;0;2
78615002;2011;11;20;17;0;;5;;0;;0;88;6.2;0;7.9;1;0;2
78615002;2011;11;20;18;0;;4;;0;;0;92;5.3;0;7;0.8;0.2;2
78615002;2011;11;20;19;0;;3;;0.7;;0;95;4.2;0;6.6;0;1;2
78615002;2011;11;20;20;0;;2;;1;;0;97;3.7;0;5.4;0;1;1
78615002;2011;11;20;21;0;;4;;1;;0;98;3.7;0;5.3;0;1;1
78615002;2011;11;20;22;0;;3;;1;;0;98;2.8;0;4.7;0;1;1
78615002;2011;11;20;23;0;;1;;1;;0;98;0.6;0;2.5;0;1;1
78615002;2011;11;20;24;0;;2;;1;;0;98;1.2;0;2;0;1;1
78615002;2011;11;21;1;0;;3;;1;;0;98;0.3;0;1.2;0;1;2
78615002;2011;11;21;2;0;;2;;1;;0;99;1.9;0;2.9;0;1;2
78615002;2011;11;21;3;0;;3;;1;;0;99;0.6;0;1.7;0;1;2
78615002;2011;11;21;4;0;;3;;1;;0;99;2.6;0;2.9;0;1;2
78615002;2011;11;21;5;0;;4;;1;;0;99;4.5;0;4.7;0;1;2
78615002;2011;11;21;6;0;;3;;1;;0;99;5.5;0;5.8;0;1;2
78615002;2011;11;21;7;0;;5;;1;;0;100;6.3;0;6.5;0;1;2
78615002;2011;11;21;8;2;;5;;1;;0;99;7.3;4;7.4;0;1;2
78615002;2011;11;21;9;14;;4;;1;;0;98;8.5;26;8.1;0;1;2
78615002;2011;11;21;10;20;;3;;1;;0;95;9.4;40;9.1;0;1;2
78615002;2011;11;21;11;18;;4;;1;;0;90;10.7;38;10.4;0;1;2
78615002;2011;11;21;12;24;;3;;0.7;;0;83;13.6;48;11.7;1;0;2
78615002;2011;11;21;13;46;;5;;0;;0;75;16.4;98;13.9;0.4;0;2
78615002;2011;11;21;14;28;;5;;0;;0;78;13.5;56;13.3;0;0;2
78615002;2011;11;21;15;16;;4;;0;;0;83;13.2;38;12.5;0.4;0;2
78615002;2011;11;21;16;6;;4;;0;;0;88;9.5;12;11;1;0;2
78615002;2011;11;21;17;0;;5;;0;;0;92;8.6;0;9.8;0.4;0.6;2
78615002;2011;11;21;18;0;;4;;0;;0;93;8.3;0;9.4;0;1;2
78615002;2011;11;21;19;0;;5;;0;;0;93;9.3;0;9.8;0;1;2
78615002;2011;11;21;20;0;;5;;0;;0;93;8.9;0;9.7;0;1;2
78615002;2011;11;21;21;0;;4;;0;;0;93;8.6;0;9.9;0;1;2
78615002;2011;11;21;22;0;;4;;0;;0;95;7.1;0;8.7;0;1;2
78615002;2011;11;21;23;0;;5;;1;;0;95;7.2;0;9.5;0;1;2
78615002;2011;11;21;24;0;;3;;1;;0;97;6.2;0;8.6;0;1;1
78615002;2011;11;22;1;0;;2;;1;;0;98;6.1;0;7.3;0;1;2
78615002;2011;11;22;2;0;;1;;1;;0;99;6.7;0;8;0;1;0
78615002;2011;11;22;3;0;;0;;1;;0;99;5.3;0;6.6;0;1;0
78615002;2011;11;22;4;0;;4;;1;;0;99;4.4;0;5.2;0;1;2
78615002;2011;11;22;5;0;;2;;1;;0;99;2.9;0;4.1;0;1;2
78615002;2011;11;22;6;0;;1;;1;;0;99;2.7;0;3.2;0;1;2
78615002;2011;11;22;7;0;;1;;1;;0.5;99;2.6;0;3;0;1;1
78615002;2011;11;22;8;4;;3;;1;;0;99;2.7;6;2.8;0;1;1
78615002;2011;11;22;9;18;;1;;1;;0;99;8.1;30;5.4;0;1;1
78615002;2011;11;22;10;34;;3;;1;;0;100;10;64;7;0;1;2
78615002;2011;11;22;11;44;;2;;1;;0;99;14.6;100;10.1;0;1;1
78615002;2011;11;22;12;54;;5;;0.3;;0;79;16.3;112;12.7;0.6;0.3;2
78615002;2011;11;22;13;50;;4;;0;;0;71;18.6;108;14.5;0;0;2
78615002;2011;11;22;14;38;;1;;0;;0;64;18.8;84;15.5;0;0;1
78615002;2011;11;22;15;22;;4;;0;;0;74;14.8;50;14.3;0;0;2
78615002;2011;11;22;16;6;;6;;0;;0;83;10.5;12;12;0.3;0;3
78615002;2011;11;22;17;0;;1;;0;;0;88;8.4;0;10.4;1;0;1
78615002;2011;11;22;18;0;;2;;0.2;;0;93;8.3;0;9.9;0.5;0.5;1
78615002;2011;11;22;19;0;;2;;1;;0;96;6.9;0;8.3;0;1;1
78615002;2011;11;22;20;0;;1;;1;;0;97;6.2;0;8.2;0;1;1
78615002;2011;11;22;21;0;;3;;1;;0;97;4.2;0;6.5;0;1;2
78615002;2011;11;22;22;0;;2;;1;;0;99;5.4;0;6.5;0;1;1
78615002;2011;11;22;23;0;;3;;1;;0;99;5.4;0;6.7;0;1;2
78615002;2011;11;22;24;0;;2;;1;;0;99;5.8;0;6.7;0;1;2
78615002;2011;11;23;1;0;;5;;1;;0;99;6.1;0;6.5;0;1;2
78615002;2011;11;23;2;0;;3;;1;;0;100;6.3;0;6.5;0;1;2
78615002;2011;11;23;3;0;;3;;1;;0;100;6.1;0;6.6;0;1;1
78615002;2011;11;23;4;0;;4;;1;;0;100;6.9;0;7;0;1;2
78615002;2011;11;23;5;0;;2;;1;;0;100;7;0;7.2;0;1;1
78615002;2011;11;23;6;0;;1;;1;;0;100;7.7;0;7.8;0;1;1
78615002;2011;11;23;7;0;;5;;1;;0;100;8.4;0;8.5;0;1;2
78615002;2011;11;23;8;2;;1;;1;;0;100;9.4;4;9.3;0;1;2
78615002;2011;11;23;9;10;;4;;1;;0;100;10.6;22;9.8;0;1;2
78615002;2011;11;23;10;14;;3;;1;;0;100;10.4;30;9.9;0;1;2
78615002;2011;11;23;11;18;;3;;1;;0;100;11.4;36;10.6;0;1;2
78615002;2011;11;23;12;16;;4;;1;;0;100;11.6;36;10.9;0;1;2
78615002;2011;11;23;13;20;;5;;0.7;;0;100;11.5;40;11;0;1;3
78615002;2011;11;23;14;12;;6;;0;;0;100;11.7;22;11;0;1;3
78615002;2011;11;23;15;4;;4;;0;;0;99;11.2;10;11.1;0;1;2
78615002;2011;11;23;16;2;;3;;0;;0;99;11;2;11.1;0;1;2
78615002;2011;11;23;17;0;;2;;0;;0;98;10.9;0;11.1;0;1;2
78615002;2011;11;23;18;0;;4;;0;;0;99;10;0;10.5;0;1;2
78615002;2011;11;23;19;0;;3;;0;;0;98;10.4;0;10.7;0;1;2
78615002;2011;11;23;20;0;;0;;0;;0;98;10.3;0;10.6;0;1;1
78615002;2011;11;23;21;0;;3;;0;;0;98;10.1;0;10.4;0;1;2
78615002;2011;11;23;22;0;;3;;0;;0;99;10;0;10.3;0;1;1
78615002;2011;11;23;23;0;;3;;0;;0;99;10;0;10.3;0;1;2
78615002;2011;11;23;24;0;;2;;0;;0;100;9.8;0;10.1;0;1;1
78615002;2011;11;24;1;0;;0;;0;;0;100;9.7;0;10.2;0;1;1
78615002;2011;11;24;2;0;;2;;0;;0;100;9.4;0;9.7;0;1;1
78615002;2011;11;24;3;0;;1;;0.8;;0;100;8.9;0;9.8;0;1;1
78615002;2011;11;24;4;0;;3;;1;;0;100;8.8;0;9;0;1;1
78615002;2011;11;24;5;0;;3;;1;;0;100;9.1;0;9.3;0;1;2
78615002;2011;11;24;6;0;;2;;1;;0;100;9.1;0;9.4;0;1;2
78615002;2011;11;24;7;0;;1;;1;;0;100;9.1;0;9.4;0;1;1
78615002;2011;11;24;8;2;;1;;1;;0;100;9.2;4;9.3;0;1;2
78615002;2011;11;24;9;6;;6;;0.9;;0;98;9.9;14;9.7;0;1;3
78615002;2011;11;24;10;10;;6;;0;;0;94;10;18;9.5;0;1;4
78615002;2011;11;24;11;12;;6;;0;;0;94;10;28;9.5;0;1;4
78615002;2011;11;24;12;12;;6;;0;;0;95;9.8;22;9.4;0;1;4
78615002;2011;11;24;13;10;;7;;0;;0;94;9.3;22;9.1;0;1;4
78615002;2011;11;24;14;10;;5;;0;;0;96;9.1;20;8.8;0;1;3
78615002;2011;11;24;15;6;;5;;0;;0;97;9;8;8.9;0;1;3
78615002;2011;11;24;16;0;;8;;0;;0;97;8.1;4;8.3;0;1;4
78615002;2011;11;24;17;0;;7;;0;;0;99;7.8;0;7.9;0;1;4
78615002;2011;11;24;18;0;;7;;0;;0;99;7.7;0;7.8;0;1;3
78615002;2011;11;24;19;0;;6;;0;;0;100;7.4;0;7.5;0;1;4
78615002;2011;11;24;20;0;;8;;0;;0;100;7.4;0;7.5;0;1;4
78615002;2011;11;24;21;0;;10;;0;;0;100;6.8;0;6.9;0;1;5
78615002;2011;11;24;22;0;;8;;0;;0;98;6.3;0;6.5;0;1;4
78615002;2011;11;24;23;0;;9;;0;;0;97;6;0;6.1;0;1;4
78615002;2011;11;24;24;0;;6;;0;;0;97;5.4;0;5.5;0;1;4
78615002;2011;11;25;1;0;;7;;0;;0;98;5.3;0;5.3;0;1;3
78615002;2011;11;25;2;0;;8;;0;;0;99;4.7;0;4.7;0;1;4
78615002;2011;11;25;3;0;;7;;0;;0;99;4.8;0;4.9;0;1;4
78615002;2011;11;25;4;0;;7;;0;;0;99;5.2;0;5.2;0;1;4
78615002;2011;11;25;5;0;;10;;0;;0;97;5.4;0;5.5;0;1;5
78615002;2011;11;25;6;0;;11;;0;;0;97;5.6;0;5.7;0;1;5
78615002;2011;11;25;7;0;;9;;0;;0;98;5.9;0;5.9;0;1;4
78615002;2011;11;25;8;2;;7;;0;;0;99;6.2;4;6.1;0;1;4
78615002;2011;11;25;9;12;;8;;0;;0;99;7.2;24;6.8;0;1;5
78615002;2011;11;25;10;16;;10;;0;;0;96;8.2;32;7.6;0;1;5
78615002;2011;11;25;11;12;;7;;0;;0;93;8.8;24;8.4;0;1;4
78615002;2011;11;25;12;18;;11;;0.1;;0;94;8.3;38;8.6;0;1;5
78615002;2011;11;25;13;8;;7;;1;;0;97;8.5;12;8.7;0;1;4
78615002;2011;11;25;14;4;;7;;1;;0;95;9.2;10;9.2;0;1;4
78615002;2011;11;25;15;8;;10;;0.6;;0;94;9.9;14;9.9;0;1;5
78615002;2011;11;25;16;4;;10;;0;;0;95;8.8;6;9.4;0;1;5
78615002;2011;11;25;17;0;;8;;0.1;;0;96;7.8;0;8.5;0;1;4
78615002;2011;11;25;18;0;;7;;1;;0;97;7.5;0;8.3;0;1;3
78615002;2011;11;25;19;0;;6;;1;;0;97;7;0;8;0;1;4
78615002;2011;11;25;20;0;;6;;1;;0;98;6.2;0;7.3;0;1;3
78615002;2011;11;25;21;0;;4;;1;;0;99;5.8;0;7.1;0;1;3
78615002;2011;11;25;22;0;;5;;1;;0;99;6.6;0;7.1;0;1;2
78615002;2011;11;25;23;0;;4;;1;;0;100;6.1;0;6.9;0;1;2
78615002;2011;11;25;24;0;;2;;1;;0;100;4.9;0;6;0;1;2
78615002;2011;11;26;1;0;;3;;1;;0;100;4;0;5.7;0;1;2
78615002;2011;11;26;2;0;;3;;1;;0;100;3.2;0;4.5;0;1;2
78615002;2011;11;26;3;0;;4;;1;;0;100;3.5;0;5;0;1;2
78615002;2011;11;26;4;0;;1;;1;;0;100;1.8;0;3.8;0;1;2
78615002;2011;11;26;5;0;;3;;1;;0;100;1.6;0;3.4;0;1;1
78615002;2011;11;26;6;0;;1;;1;;0;100;1.3;0;3.6;0;1;1
78615002;2011;11;26;7;0;;2;;1;;0;100;0.3;0;2;0;1;2
78615002;2011;11;26;8;2;;4;;1;;0.5;100;3;8;3.4;0;1;2
78615002;2011;11;26;9;18;;5;;1;;0;100;5.2;32;4.3;0;1;2
78615002;2011;11;26;10;36;;6;;1;;0;91;7.9;70;6.2;0;1;3
78615002;2011;11;26;11;52;;6;;0.9;;0;84;11.8;116;8.2;1;0;4
78615002;2011;11;26;12;52;;9;;0;;0;83;11;108;8.8;1;0;4
78615002;2011;11;26;13;46;;10;;0;;0;85;10.8;94;8.5;1;0;5
78615002;2011;11;26;14;38;;11;;0;;0;86;9.7;82;8.1;1;0;5
78615002;2011;11;26;15;22;;10;;0;;0;90;7.6;46;7.2;0.9;0;5
78615002;2011;11;26;16;4;;10;;0;;0;94;5.8;8;6.3;0;1;5
78615002;2011;11;26;17;0;;8;;0;;0;97;5.9;0;6.1;0;1;5
78615002;2011;11;26;18;0;;9;;0;;0;97;6;0;6.1;0;1;5
78615002;2011;11;26;19;0;;12;;0;;0;98;5.6;0;5.8;0;1;6
78615002;2011;11;26;20;0;;13;;0;;0;98;5.6;0;5.7;0;1;6
78615002;2011;11;26;21;0;;12;;0;;0;99;5.2;0;5.3;0;1;7
78615002;2011;11;26;22;0;;15;;0;;0;99;5.4;0;5.5;0;1;8
78615002;2011;11;26;23;0;;17;;0;;0;99;5.6;0;5.7;0;1;8
78615002;2011;11;26;24;0;;16;;0;;0;97;5.9;0;6;0;1;7
78615002;2011;11;27;1;0;;16;;0;;0;91;6.9;0;7;0;1;8
78615002;2011;11;27;2;0;;10;;0;;0;90;7.4;0;7.5;0.3;0.7;6
78615002;2011;11;27;3;0;;11;;0;;0;91;7.7;0;7.8;0.1;1;6
78615002;2011;11;27;4;0;;11;;0;;0;89;8.1;0;8.2;0.7;0.2;5
78615002;2011;11;27;5;0;;10;;0;;0;89;8.3;0;8.5;1;0;6
78615002;2011;11;27;6;0;;12;;0;;0;89;8.6;0;8.8;1;0;6
78615002;2011;11;27;7;0;;16;;0;;0;88;9.1;0;9.3;1;0;8
78615002;2011;11;27;8;2;;17;;0;;0;88;9.4;2;9.6;1;0;7
78615002;2011;11;27;9;2;;16;;0;;0;90;9.7;6;9.8;1;0.1;7
78615002;2011;11;27;10;14;;15;;0;;0;89;11.1;28;10.6;0.5;0.4;7
78615002;2011;11;27;11;22;;15;;0;;0;83;12.4;46;11.8;1;0;8
78615002;2011;11;27;12;36;;20;;0;;0;80;14.6;74;12.7;0.9;0;10
